Sex,NOC,Games,Sport,Medal,age-height-weight_0,age-height-weight_1,age-height-weight_2
M,EUN,1992 Summer,Fencing,Bronze,24.0,200.0,100.0
M,RUS,1996 Summer,Fencing,Silver,28.0,200.0,100.0
M,URS,1988 Summer,Weightlifting,Gold,25.0,180.0,110.0
M,RUS,2012 Summer,Diving,Gold,21.0,177.0,70.0
M,RUS,2012 Summer,Diving,Silver,21.0,177.0,70.0
M,RUS,2014 Winter,Short Track Speed Skating,Gold,26.0,173.0,72.0
F,URS,1976 Summer,Handball,Gold,29.0,178.0,79.0
F,URS,1976 Summer,Basketball,Gold,31.0,180.0,81.0
F,URS,1980 Summer,Gymnastics,Gold,17.0,146.0,42.0
F,URS,1976 Summer,Basketball,Gold,25.0,180.0,81.0
F,URS,1980 Summer,Basketball,Gold,29.0,180.0,81.0
M,RUS,2000 Summer,Water Polo,Silver,26.0,179.0,82.0
M,RUS,2004 Summer,Water Polo,Bronze,30.0,179.0,82.0
M,HUN,1992 Summer,Canoeing,Bronze,23.0,173.0,84.0
M,HUN,1996 Summer,Canoeing,Bronze,27.0,173.0,84.0
F,ITA,1988 Summer,Fencing,Silver,22.0,171.0,67.0
F,ITA,1992 Summer,Fencing,Gold,26.0,171.0,67.0
F,ITA,1996 Summer,Fencing,Silver,30.0,171.0,67.0
M,BUL,1960 Summer,Wrestling,Silver,23.0,164.0,57.0
M,ROU,2012 Summer,Fencing,Silver,31.0,184.0,78.0
M,PAK,1972 Summer,Hockey,Silver,22.0,169.0,59.0
M,PAK,1976 Summer,Hockey,Bronze,26.0,169.0,59.0
M,PAK,1992 Summer,Hockey,Bronze,23.0,170.0,65.0
M,RUS,2012 Summer,Boxing,Bronze,25.0,174.0,69.0
F,RUS,2000 Summer,Gymnastics,Silver,17.0,154.0,43.0
F,RUS,2000 Summer,Gymnastics,Gold,17.0,154.0,43.0
F,RUS,2000 Summer,Gymnastics,Gold,17.0,154.0,43.0
F,RUS,2004 Summer,Gymnastics,Bronze,21.0,154.0,43.0
M,MEX,1972 Summer,Boxing,Silver,18.0,160.0,54.0
M,CHI,2000 Summer,Football,Bronze,33.0,179.0,76.0
M,URS,1968 Summer,Canoeing,Bronze,30.0,179.0,77.0
M,ITA,1960 Summer,Boxing,Silver,21.0,158.0,54.0
M,URS,1972 Summer,Football,Bronze,25.0,172.0,66.0
F,ITA,2004 Summer,Water Polo,Gold,26.0,183.0,65.0
M,GDR,1972 Summer,Rowing,Silver,21.0,193.0,95.0
M,GER,1964 Summer,Canoeing,Bronze,21.0,176.0,78.0
M,GER,1964 Summer,Canoeing,Silver,21.0,176.0,78.0
M,SWE,1912 Summer,Athletics,Silver,22.0,180.0,66.0
M,SWE,1920 Summer,Athletics,Bronze,30.0,180.0,66.0
M,GER,1996 Summer,Wrestling,Silver,28.0,176.0,85.0
M,ITA,1968 Winter,Bobsleigh,Gold,23.0,184.0,85.0
M,NED,1992 Winter,Speed Skating,Silver,20.0,189.0,76.0
M,NED,1994 Winter,Speed Skating,Bronze,22.0,189.0,76.0
M,YUG,1960 Summer,Football,Gold,23.0,173.0,77.0
M,BRA,2012 Summer,Gymnastics,Gold,22.0,156.0,61.0
M,BRA,2016 Summer,Gymnastics,Silver,26.0,156.0,61.0
M,ARG,1996 Summer,Football,Silver,22.0,178.0,73.0
F,GDR,1984 Winter,Speed Skating,Bronze,22.0,167.0,60.0
F,GDR,1988 Winter,Speed Skating,Bronze,26.0,167.0,60.0
F,GDR,1988 Winter,Speed Skating,Bronze,26.0,167.0,60.0
M,ITA,1964 Summer,Cycling,Gold,24.0,174.0,74.0
F,CRO,2012 Summer,Taekwondo,Bronze,25.0,170.0,52.0
M,FRA,1984 Summer,Football,Gold,23.0,180.0,70.0
F,USA,2004 Summer,Synchronized Swimming,Bronze,22.0,162.0,52.0
M,POL,1968 Summer,Shooting,Gold,39.0,174.0,71.0
M,POL,1972 Summer,Shooting,Gold,43.0,174.0,71.0
M,GDR,1972 Summer,Football,Bronze,26.0,178.0,79.0
M,BUL,1980 Summer,Judo,Silver,20.0,186.0,135.0
M,BUL,1980 Summer,Shooting,Bronze,21.0,175.0,100.0
M,MEX,1968 Summer,Boxing,Bronze,27.0,179.0,75.0
M,HUN,1952 Summer,Athletics,Bronze,23.0,172.0,69.0
M,ITA,1964 Winter,Bobsleigh,Silver,32.0,168.0,65.0
M,TCH,1980 Summer,Weightlifting,Gold,23.0,184.0,99.0
M,USA,1932 Summer,Athletics,Bronze,24.0,195.0,92.0
M,POL,1988 Summer,Boxing,Bronze,29.0,188.0,91.0
F,RUS,2012 Summer,Athletics,Gold,26.0,175.0,70.0
M,POL,1976 Summer,Volleyball,Gold,28.0,181.0,76.0
F,UKR,2004 Summer,Handball,Bronze,32.0,182.0,76.0
M,NED,2004 Summer,Swimming,Silver,27.0,204.0,94.0
F,URS,1988 Summer,Basketball,Bronze,19.0,190.0,95.0
F,EUN,1992 Summer,Basketball,Gold,23.0,190.0,95.0
M,TCH,1948 Summer,Athletics,Silver,25.0,182.0,72.0
M,TCH,1948 Summer,Athletics,Gold,25.0,182.0,72.0
M,TCH,1952 Summer,Athletics,Gold,29.0,182.0,72.0
M,TCH,1952 Summer,Athletics,Gold,29.0,182.0,72.0
M,TCH,1952 Summer,Athletics,Gold,29.0,182.0,72.0
F,USA,2010 Winter,Ice Hockey,Silver,23.0,183.0,80.0
M,EUN,1992 Summer,Boxing,Silver,23.0,183.0,81.0
F,RUS,2014 Winter,Snowboarding,Bronze,24.0,175.0,60.0
M,URS,1980 Winter,Cross Country Skiing,Bronze,24.0,174.0,69.0
M,URS,1984 Winter,Cross Country Skiing,Silver,28.0,174.0,69.0
M,URS,1984 Winter,Cross Country Skiing,Silver,28.0,174.0,69.0
M,POL,1988 Summer,Weightlifting,Bronze,23.0,172.0,90.0
M,POL,1996 Summer,Wrestling,Gold,28.0,167.0,60.0
M,FRG,1988 Summer,Weightlifting,Bronze,25.0,181.0,128.0
M,POL,2008 Summer,Fencing,Silver,26.0,181.0,75.0
M,KAZ,2016 Summer,Weightlifting,Bronze,23.0,180.0,105.0
M,URS,1980 Summer,Boxing,Silver,26.0,179.0,87.0
M,URS,1972 Summer,Volleyball,Bronze,24.0,187.0,81.0
M,URS,1976 Winter,Figure Skating,Gold,23.0,178.0,79.0
M,URS,1980 Winter,Figure Skating,Gold,27.0,178.0,79.0
M,ITA,2012 Summer,Volleyball,Bronze,23.0,204.0,100.0
M,ITA,2016 Summer,Volleyball,Silver,27.0,204.0,100.0
M,URS,1964 Winter,Ice Hockey,Gold,24.0,179.0,85.0
M,URS,1968 Winter,Ice Hockey,Gold,28.0,179.0,85.0
M,URS,1976 Summer,Volleyball,Silver,23.0,191.0,97.0
M,URS,1980 Summer,Volleyball,Gold,27.0,191.0,97.0
M,URS,1988 Summer,Volleyball,Silver,35.0,191.0,97.0
M,URS,1976 Summer,Weightlifting,Gold,25.0,177.0,110.0
F,RUS,2006 Winter,Biathlon,Gold,27.0,168.0,66.0
F,RUS,2010 Winter,Biathlon,Silver,31.0,168.0,66.0
F,RUS,2010 Winter,Biathlon,Gold,31.0,168.0,66.0
F,RUS,2014 Winter,Biathlon,Silver,35.0,168.0,66.0
F,URS,1980 Summer,Hockey,Bronze,25.0,165.0,57.0
M,UKR,1996 Summer,Wrestling,Bronze,24.0,170.0,69.0
M,SLO,2004 Summer,Sailing,Bronze,28.0,189.0,98.0
M,SLO,2008 Summer,Sailing,Silver,32.0,189.0,98.0
M,SLO,2016 Summer,Sailing,Silver,40.0,189.0,98.0
M,YUG,1988 Summer,Basketball,Silver,21.0,195.0,86.0
M,TCH,1964 Summer,Weightlifting,Gold,23.0,169.0,83.0
M,BRA,1996 Summer,Football,Bronze,19.0,178.0,75.0
M,BRA,2000 Summer,Beach Volleyball,Silver,29.0,190.0,86.0
M,BRA,1996 Summer,Football,Bronze,22.0,175.0,71.0
M,ISR,2004 Summer,Judo,Bronze,27.0,186.0,100.0
M,BRA,2016 Summer,Football,Gold,22.0,170.0,69.0
F,NED,1984 Summer,Hockey,Gold,30.0,170.0,60.0
F,GDR,1972 Summer,Athletics,Gold,19.0,168.0,56.0
F,GDR,1972 Summer,Athletics,Gold,19.0,168.0,56.0
F,GDR,1988 Summer,Rowing,Gold,21.0,182.0,81.0
F,GER,1992 Summer,Rowing,Bronze,25.0,182.0,81.0
M,GER,2004 Summer,Handball,Silver,23.0,185.0,86.0
M,RUS,1998 Winter,Ice Hockey,Silver,29.0,183.0,91.0
M,TCH,1988 Summer,Athletics,Silver,22.0,185.0,86.0
M,TCH,1992 Summer,Athletics,Gold,26.0,185.0,86.0
M,CZE,1996 Summer,Athletics,Gold,30.0,185.0,86.0
M,CZE,2000 Summer,Athletics,Gold,34.0,185.0,86.0
M,GER,2004 Summer,Hockey,Bronze,19.0,185.0,89.0
M,GER,2008 Summer,Hockey,Gold,23.0,185.0,89.0
M,GER,2012 Summer,Hockey,Gold,27.0,185.0,89.0
F,GER,2010 Winter,Cross Country Skiing,Silver,30.0,170.0,60.0
M,GER,2008 Summer,Hockey,Gold,25.0,183.0,87.0
M,GER,2012 Summer,Hockey,Gold,29.0,183.0,87.0
F,GER,1998 Winter,Biathlon,Gold,23.0,169.0,62.0
M,LAT,2000 Summer,Judo,Bronze,27.0,172.0,76.0
M,TCH,1968 Summer,Wrestling,Bronze,22.0,160.0,52.0
F,USA,1988 Summer,Swimming,Bronze,20.0,183.0,70.0
M,TCH,1992 Winter,Ice Hockey,Bronze,27.0,186.0,88.0
M,CHN,1984 Summer,Weightlifting,Gold,19.0,158.0,52.0
F,CHN,2016 Summer,Synchronized Swimming,Silver,22.0,170.0,61.0
M,ITA,2000 Summer,Fencing,Bronze,24.0,192.0,95.0
M,EUN,1992 Summer,Modern Pentathlon,Bronze,23.0,178.0,65.0
M,EUN,1992 Summer,Modern Pentathlon,Silver,23.0,178.0,65.0
M,RUS,1996 Summer,Modern Pentathlon,Silver,27.0,178.0,65.0
F,GER,1956 Summer,Canoeing,Silver,24.0,165.0,65.0
F,GER,1960 Summer,Canoeing,Silver,27.0,165.0,65.0
M,GER,2004 Summer,Handball,Silver,36.0,211.0,97.0
M,AUT,1992 Summer,Rowing,Silver,28.0,190.0,93.0
M,GER,1960 Summer,Rowing,Gold,13.0,165.0,48.0
M,GDR,1988 Summer,Swimming,Bronze,20.0,185.0,80.0
M,GDR,1988 Summer,Swimming,Silver,20.0,185.0,80.0
M,GER,1992 Summer,Swimming,Bronze,24.0,185.0,80.0
M,GER,1996 Summer,Swimming,Bronze,28.0,185.0,80.0
F,AUT,2014 Winter,Alpine Skiing,Bronze,27.0,167.0,61.0
M,SWE,2006 Winter,Ice Hockey,Gold,25.0,183.0,86.0
M,SWE,2014 Winter,Ice Hockey,Silver,33.0,183.0,86.0
F,USA,1992 Summer,Volleyball,Bronze,23.0,180.0,65.0
M,MGL,1976 Summer,Wrestling,Silver,25.0,168.0,62.0
M,URS,1964 Summer,Weightlifting,Gold,26.0,189.0,163.0
M,URS,1968 Summer,Weightlifting,Gold,30.0,189.0,163.0
M,EUN,1992 Summer,Wrestling,Silver,26.0,182.0,85.0
M,EUN,1992 Winter,Ice Hockey,Gold,21.0,186.0,91.0
M,RUS,1998 Winter,Ice Hockey,Silver,27.0,186.0,91.0
M,RUS,2002 Winter,Ice Hockey,Bronze,31.0,186.0,91.0
F,CHN,1992 Summer,Basketball,Silver,28.0,188.0,79.0
M,CHN,1996 Summer,Weightlifting,Gold,22.0,170.0,72.5
M,CHN,2000 Summer,Weightlifting,Gold,26.0,170.0,72.5
F,CHN,2016 Summer,Shooting,Silver,27.0,164.0,55.0
M,CHN,1996 Summer,Shooting,Bronze,27.0,176.0,75.0
F,CHN,2016 Summer,Volleyball,Gold,20.0,193.0,79.0
M,CHN,2012 Summer,Gymnastics,Gold,23.0,173.0,65.0
M,CHN,2016 Summer,Gymnastics,Bronze,27.0,173.0,65.0
F,CHN,1996 Summer,Softball,Silver,27.0,167.0,68.0
F,CHN,2006 Winter,Figure Skating,Silver,20.0,167.0,48.0
F,CHN,1992 Summer,Judo,Bronze,24.0,165.0,61.0
F,CHN,2016 Summer,Wrestling,Bronze,26.0,172.0,77.0
M,CHN,2004 Summer,Weightlifting,Gold,29.0,163.0,72.0
M,CHN,2006 Winter,Figure Skating,Silver,21.0,181.0,72.0
F,CHN,2014 Winter,Speed Skating,Gold,25.0,174.0,65.0
F,CHN,1984 Summer,Basketball,Bronze,24.0,169.0,65.0
F,CHN,2010 Winter,Short Track Speed Skating,Gold,21.0,160.0,58.0
F,CHN,2004 Summer,Badminton,Gold,23.0,176.0,70.0
M,CHN,2012 Summer,Table Tennis,Gold,24.0,178.0,70.0
M,CHN,2016 Summer,Table Tennis,Silver,28.0,178.0,70.0
M,CHN,2016 Summer,Table Tennis,Gold,28.0,178.0,70.0
M,CHN,1996 Summer,Gymnastics,Silver,18.0,165.0,53.0
F,CHN,2004 Summer,Archery,Silver,23.0,169.0,63.0
F,CHN,2008 Summer,Archery,Gold,27.0,169.0,63.0
F,CHN,2008 Summer,Archery,Silver,27.0,169.0,63.0
M,CHN,2000 Summer,Badminton,Gold,22.0,175.0,75.0
M,CHN,2004 Summer,Badminton,Gold,26.0,175.0,75.0
M,CHN,2008 Summer,Swimming,Silver,21.0,189.0,77.0
F,CHN,2016 Summer,Shooting,Gold,25.0,162.0,70.0
F,CHN,2004 Summer,Volleyball,Gold,24.0,180.0,72.0
F,CHN,2008 Summer,Volleyball,Bronze,28.0,180.0,72.0
M,CHN,2012 Summer,Badminton,Gold,22.0,183.0,75.0
M,CHN,2016 Summer,Badminton,Bronze,26.0,183.0,75.0
M,CHN,2016 Summer,Badminton,Gold,26.0,183.0,75.0
F,CHN,2004 Summer,Gymnastics,Bronze,18.0,148.0,39.0
F,CHN,2004 Summer,Badminton,Gold,29.0,175.0,65.0
F,CHN,2008 Summer,Badminton,Gold,33.0,175.0,65.0
F,CHN,1984 Summer,Handball,Bronze,26.0,174.0,70.0
F,CHN,2004 Summer,Volleyball,Gold,22.0,187.0,73.0
F,CHN,1984 Summer,Volleyball,Gold,27.0,174.0,65.0
F,CHN,1992 Summer,Shooting,Gold,24.0,163.0,57.0
F,CHN,2008 Summer,Rhythmic Gymnastics,Silver,24.0,172.0,50.0
F,CHN,1984 Summer,Handball,Bronze,21.0,173.0,68.0
F,CHN,2008 Summer,Athletics,Bronze,22.0,183.0,105.0
F,CHN,2016 Summer,Athletics,Silver,30.0,183.0,105.0
F,CHN,2008 Summer,Beach Volleyball,Bronze,23.0,183.0,72.0
F,CHN,1988 Summer,Rowing,Silver,20.0,183.0,77.0
F,CHN,1988 Summer,Rowing,Bronze,20.0,183.0,77.0
M,CHN,1996 Summer,Weightlifting,Silver,23.0,151.0,57.0
M,CHN,2000 Summer,Weightlifting,Bronze,17.0,161.0,62.0
M,CHN,2008 Summer,Weightlifting,Gold,25.0,161.0,62.0
F,CHN,1992 Summer,Sailing,Silver,28.0,171.0,61.0
F,CHN,2008 Summer,Synchronized Swimming,Bronze,27.0,170.0,55.0
M,CHN,2008 Summer,Boxing,Gold,26.0,188.0,81.0
F,CHN,1996 Summer,Rowing,Silver,20.0,178.0,71.0
F,CHN,1988 Summer,Rowing,Bronze,24.0,176.0,75.0
F,CHN,2008 Summer,Rowing,Gold,19.0,185.0,80.0
F,CHN,1994 Winter,Short Track Speed Skating,Silver,21.0,171.0,60.0
M,CHN,2012 Summer,Diving,Gold,18.0,158.0,52.0
F,CHN,2008 Summer,Badminton,Bronze,23.0,162.0,58.0
F,CHN,2008 Summer,Hockey,Silver,24.0,172.0,63.0
F,CHN,2004 Summer,Table Tennis,Gold,22.0,168.0,54.0
F,CHN,2004 Summer,Table Tennis,Gold,22.0,168.0,54.0
F,CHN,2008 Summer,Table Tennis,Gold,26.0,168.0,54.0
F,CHN,2008 Summer,Table Tennis,Gold,26.0,168.0,54.0
F,CHN,2004 Summer,Volleyball,Gold,28.0,182.0,73.0
F,CHN,1984 Summer,Basketball,Bronze,24.0,180.0,76.0
M,CHN,2008 Summer,Boxing,Silver,25.0,200.0,111.0
M,CHN,2002 Winter,Figure Skating,Bronze,28.0,177.0,75.0
M,CHN,2006 Winter,Figure Skating,Bronze,32.0,177.0,75.0
M,CHN,2010 Winter,Figure Skating,Gold,36.0,177.0,75.0
F,CHN,2008 Summer,Swimming,Bronze,17.0,176.0,63.0
F,CHN,1992 Summer,Swimming,Silver,19.0,170.0,55.0
F,CHN,1996 Summer,Football,Silver,23.0,168.0,55.0
F,CHN,2004 Summer,Volleyball,Gold,22.0,196.0,70.0
F,CHN,2008 Summer,Volleyball,Bronze,26.0,196.0,70.0
M,CHN,2016 Summer,Taekwondo,Gold,20.0,188.0,63.0
F,CHN,2008 Summer,Hockey,Silver,19.0,174.0,68.0
F,CHN,2012 Summer,Badminton,Gold,25.0,173.0,60.0
F,CHN,2016 Summer,Badminton,Bronze,29.0,173.0,60.0
F,KAZ,2016 Summer,Weightlifting,Silver,22.0,155.0,69.0
F,URS,1968 Summer,Athletics,Bronze,16.0,175.0,59.0
F,URS,1976 Summer,Athletics,Bronze,24.0,175.0,59.0
F,URS,1980 Summer,Athletics,Silver,28.0,175.0,59.0
M,URS,1972 Summer,Basketball,Gold,27.0,207.0,95.0
M,URS,1976 Summer,Basketball,Bronze,31.0,207.0,95.0
M,URS,1960 Summer,Fencing,Gold,22.0,182.0,78.0
M,URS,1964 Summer,Fencing,Gold,26.0,182.0,78.0
M,BUL,1968 Summer,Football,Silver,24.0,181.0,76.0
M,URS,1980 Summer,Athletics,Bronze,23.0,190.0,82.0
M,URS,1972 Summer,Shooting,Gold,31.0,172.0,87.0
M,URS,1988 Winter,Speed Skating,Bronze,24.0,186.0,95.0
M,BLR,1994 Winter,Speed Skating,Silver,30.0,186.0,95.0
F,CHN,1992 Summer,Basketball,Silver,24.0,173.0,60.0
F,CHN,1984 Summer,Basketball,Bronze,17.0,204.0,115.0
F,CHN,1992 Summer,Basketball,Silver,25.0,204.0,115.0
F,CHN,2008 Summer,Tennis,Bronze,25.0,164.0,57.0
M,CHN,2000 Summer,Gymnastics,Gold,22.0,158.0,52.0
F,CHN,1984 Summer,Volleyball,Gold,21.0,172.0,62.0
F,CHN,1988 Summer,Volleyball,Bronze,25.0,172.0,62.0
F,CHN,2016 Summer,Taekwondo,Gold,22.0,188.0,75.0
M,URS,1976 Summer,Basketball,Bronze,23.0,207.0,105.0
M,URS,1980 Summer,Basketball,Bronze,27.0,207.0,105.0
F,RUS,2016 Summer,Handball,Gold,27.0,188.0,80.0
M,KAZ,1996 Summer,Boxing,Gold,22.0,186.0,81.0
F,URS,1988 Summer,Athletics,Bronze,25.0,170.0,58.0
M,KAZ,2008 Summer,Judo,Silver,27.0,187.0,100.0
M,EUN,1992 Winter,Ice Hockey,Gold,19.0,178.0,77.0
M,RUS,1998 Winter,Ice Hockey,Silver,25.0,178.0,77.0
F,EUN,1992 Summer,Swimming,Bronze,15.0,166.0,56.0
F,ESP,2000 Summer,Swimming,Bronze,23.0,166.0,56.0
M,URS,1976 Winter,Ice Hockey,Gold,22.0,190.0,89.0
M,URS,1980 Winter,Ice Hockey,Silver,26.0,190.0,89.0
M,URS,1972 Summer,Water Polo,Gold,25.0,180.0,81.0
F,RUS,2016 Summer,Wrestling,Silver,23.0,164.0,58.0
M,CHN,2008 Summer,Fencing,Gold,25.0,190.0,75.0
F,CHN,2016 Summer,Cycling,Gold,25.0,168.0,62.0
F,CHN,2008 Summer,Athletics,Bronze,29.0,162.0,45.0
F,CHN,1984 Summer,Diving,Gold,19.0,156.0,50.0
F,CHN,2012 Summer,Weightlifting,Gold,24.0,175.0,133.0
M,CHN,2008 Summer,Diving,Silver,20.0,158.0,48.0
F,CHN,2004 Summer,Badminton,Bronze,25.0,175.0,65.0
M,CHN,1984 Summer,Weightlifting,Silver,22.0,162.0,52.0
F,CHN,1984 Summer,Gymnastics,Bronze,16.0,155.0,41.0
F,CHN,1984 Summer,Gymnastics,Bronze,16.0,152.0,41.0
F,CHN,1988 Summer,Rowing,Silver,19.0,181.0,85.0
F,CHN,1988 Summer,Rowing,Bronze,19.0,181.0,85.0
F,CHN,2004 Summer,Volleyball,Gold,25.0,182.0,73.0
F,CHN,2008 Summer,Volleyball,Bronze,29.0,182.0,73.0
F,CHN,2008 Summer,Hockey,Silver,28.0,165.0,59.0
F,CHN,1988 Summer,Rowing,Bronze,21.0,180.0,75.0
F,CHN,2008 Summer,Swimming,Bronze,24.0,180.0,70.0
F,CHN,2010 Winter,Curling,Bronze,27.0,162.0,60.0
F,CHN,2010 Winter,Short Track Speed Skating,Gold,18.0,165.0,62.0
F,CHN,2010 Winter,Short Track Speed Skating,Gold,18.0,165.0,62.0
F,CHN,2014 Winter,Short Track Speed Skating,Gold,22.0,165.0,62.0
F,UKR,2008 Summer,Fencing,Gold,19.0,165.0,55.0
M,CHN,2008 Summer,Taekwondo,Bronze,23.0,187.0,79.0
M,CHN,1984 Summer,Athletics,Bronze,21.0,193.0,70.0
F,CHN,1984 Summer,Handball,Bronze,20.0,168.0,61.0
F,CHN,1984 Summer,Volleyball,Gold,27.0,177.0,65.0
F,CHN,2008 Summer,Swimming,Silver,17.0,179.0,68.0
M,CHN,2004 Summer,Shooting,Gold,19.0,183.0,75.0
M,CHN,2008 Summer,Shooting,Silver,23.0,183.0,75.0
F,CHN,2016 Summer,Volleyball,Gold,21.0,198.0,78.0
F,CHN,2004 Summer,Swimming,Silver,22.0,173.0,67.0
F,CHN,1992 Summer,Judo,Gold,23.0,173.0,98.0
F,CHN,1988 Summer,Swimming,Silver,16.0,172.0,68.0
F,CHN,1992 Summer,Swimming,Silver,19.0,172.0,68.0
F,CHN,1992 Summer,Swimming,Gold,19.0,172.0,68.0
F,CHN,1992 Summer,Swimming,Silver,19.0,172.0,68.0
M,URS,1980 Summer,Handball,Silver,24.0,187.0,83.0
F,URS,1968 Winter,Figure Skating,Silver,22.0,156.0,52.0
F,BLR,2008 Summer,Rhythmic Gymnastics,Silver,21.0,173.0,55.0
M,EUN,1992 Winter,Figure Skating,Bronze,28.0,176.0,70.0
M,RUS,1994 Winter,Figure Skating,Silver,30.0,176.0,70.0
F,URS,1980 Summer,Rowing,Silver,27.0,176.0,86.0
M,KAZ,1996 Summer,Boxing,Silver,23.0,164.0,51.0
M,KAZ,2000 Summer,Boxing,Silver,27.0,164.0,51.0
F,UKR,2000 Summer,Diving,Bronze,27.0,164.0,56.0
F,URS,1988 Summer,Athletics,Bronze,28.0,163.0,51.0
M,PAK,1976 Summer,Hockey,Bronze,22.0,168.0,61.0
M,PAK,1984 Summer,Hockey,Gold,22.0,174.0,71.0
M,SVK,2006 Winter,Snowboarding,Silver,24.0,186.0,82.0
M,CZE,2006 Winter,Ice Hockey,Bronze,29.0,180.0,85.0
F,USA,1992 Winter,Short Track Speed Skating,Silver,16.0,173.0,61.0
F,USA,1994 Winter,Short Track Speed Skating,Bronze,18.0,173.0,61.0
M,POL,2012 Summer,Weightlifting,Gold,23.0,170.0,94.0
M,POL,1964 Summer,Athletics,Silver,28.0,173.0,69.0
M,POL,1956 Summer,Weightlifting,Bronze,26.0,160.0,63.5
M,POL,1964 Summer,Weightlifting,Bronze,34.0,160.0,63.5
M,POL,1968 Summer,Weightlifting,Bronze,38.0,160.0,63.5
M,POL,1960 Summer,Canoeing,Bronze,25.0,179.0,80.0
M,POL,1976 Summer,Handball,Bronze,21.0,189.0,87.0
M,FRG,1984 Summer,Boxing,Bronze,23.0,178.0,71.0
M,URS,1980 Summer,Hockey,Bronze,25.0,174.0,74.0
F,RUS,2004 Summer,Gymnastics,Bronze,18.0,156.0,47.0
F,NED,2000 Summer,Cycling,Gold,30.0,168.0,69.0
F,NED,2000 Summer,Cycling,Gold,30.0,168.0,69.0
F,NED,2000 Summer,Cycling,Silver,30.0,168.0,69.0
F,NED,2004 Summer,Cycling,Gold,34.0,168.0,69.0
F,NED,2004 Summer,Cycling,Bronze,34.0,168.0,69.0
M,GER,1992 Summer,Swimming,Bronze,25.0,204.0,95.0
M,GER,1996 Summer,Swimming,Bronze,29.0,204.0,95.0
M,GER,1996 Summer,Swimming,Bronze,29.0,208.0,93.0
F,RUS,2000 Summer,Rhythmic Gymnastics,Gold,16.0,174.0,49.0
M,ROU,1976 Summer,Boxing,Bronze,28.0,178.0,67.0
F,LTU,2000 Summer,Cycling,Bronze,24.0,162.0,61.0
F,URS,1988 Summer,Cycling,Bronze,21.0,168.0,60.0
M,URS,1968 Winter,Ice Hockey,Gold,20.0,173.0,82.0
M,URS,1972 Winter,Ice Hockey,Gold,24.0,173.0,82.0
M,FRG,1972 Winter,Bobsleigh,Gold,31.0,178.0,75.0
M,FRG,1972 Winter,Bobsleigh,Bronze,31.0,178.0,75.0
M,FRG,1976 Winter,Bobsleigh,Silver,35.0,178.0,75.0
M,FRG,1976 Winter,Bobsleigh,Bronze,35.0,178.0,75.0
F,GER,1964 Summer,Canoeing,Gold,24.0,170.0,65.0
F,FRG,1968 Summer,Canoeing,Gold,28.0,170.0,65.0
M,AUT,1964 Winter,Alpine Skiing,Gold,24.0,180.0,80.0
F,GDR,1988 Summer,Swimming,Silver,21.0,173.0,65.0
M,GER,1992 Winter,Bobsleigh,Silver,27.0,191.0,105.0
M,GER,1998 Winter,Bobsleigh,Bronze,33.0,191.0,105.0
M,GER,1998 Winter,Bobsleigh,Gold,33.0,191.0,105.0
M,GER,2002 Winter,Bobsleigh,Gold,37.0,191.0,105.0
M,POL,1960 Summer,Athletics,Bronze,25.0,172.0,60.0
M,SCG,2000 Summer,Water Polo,Bronze,29.0,190.0,90.0
M,HUN,1948 Summer,Rowing,Bronze,30.0,170.0,52.0
M,USA,1964 Summer,Rowing,Gold,46.0,170.0,52.0
M,URS,1980 Winter,Cross Country Skiing,Gold,24.0,183.0,68.0
M,URS,1980 Winter,Cross Country Skiing,Gold,24.0,183.0,68.0
M,URS,1984 Winter,Cross Country Skiing,Gold,28.0,183.0,68.0
M,URS,1984 Winter,Cross Country Skiing,Silver,28.0,183.0,68.0
F,FRG,1984 Summer,Swimming,Bronze,18.0,169.0,54.0
M,URS,1968 Winter,Ice Hockey,Gold,26.0,172.0,70.0
M,ITA,1988 Winter,Biathlon,Bronze,26.0,169.0,67.0
F,ITA,2006 Winter,Short Track Speed Skating,Bronze,24.0,164.0,57.0
F,ITA,2006 Winter,Short Track Speed Skating,Bronze,26.0,169.0,53.0
M,GER,1992 Winter,Speed Skating,Gold,25.0,182.0,80.0
F,GDR,1976 Summer,Athletics,Bronze,22.0,165.0,55.0
M,RUS,2000 Summer,Water Polo,Silver,31.0,187.0,84.0
M,RUS,2004 Summer,Water Polo,Bronze,35.0,187.0,84.0
M,POL,2000 Summer,Athletics,Gold,24.0,192.0,120.0
F,GDR,1976 Summer,Canoeing,Gold,21.0,178.0,78.0
F,GDR,1976 Summer,Canoeing,Bronze,21.0,178.0,78.0
F,URS,1980 Summer,Athletics,Gold,28.0,180.0,67.0
F,SRB,2016 Summer,Volleyball,Silver,28.0,186.0,72.0
M,YUG,1972 Summer,Handball,Gold,27.0,180.0,82.0
M,YUG,1976 Summer,Basketball,Silver,21.0,210.0,110.0
M,YUG,1980 Summer,Basketball,Gold,25.0,210.0,110.0
M,YUG,1984 Summer,Basketball,Bronze,29.0,210.0,110.0
M,BUL,1980 Summer,Volleyball,Silver,31.0,195.0,92.0
M,BUL,1980 Summer,Weightlifting,Gold,20.0,173.0,75.0
F,BUL,2008 Summer,Wrestling,Silver,25.0,163.0,72.0
F,BUL,2012 Summer,Wrestling,Silver,29.0,163.0,72.0
M,SRB,2012 Summer,Shooting,Bronze,34.0,178.0,75.0
