Medal,age-height-weight_0,age-height-weight_1,age-height-weight_2
Bronze,28.0,177.0,84.0
Bronze,26.0,184.0,75.0
Silver,22.0,180.0,77.0
Gold,31.0,198.0,125.0
Bronze,35.0,198.0,125.0
Bronze,27.0,167.0,56.0
Gold,31.0,167.0,56.0
Gold,23.0,201.0,86.0
Silver,27.0,201.0,86.0
Silver,31.0,201.0,86.0
Gold,21.0,195.0,95.0
Bronze,18.0,152.0,49.0
Bronze,30.0,173.0,64.0
Bronze,26.0,162.0,54.0
Bronze,25.0,169.0,74.0
Gold,22.0,163.0,71.0
Silver,21.0,171.0,73.0
Silver,29.0,171.0,73.0
Gold,21.0,167.0,81.0
Gold,20.0,175.0,76.0
Silver,27.0,170.0,60.0
Silver,46.0,168.0,61.0
Gold,26.0,203.0,102.0
Bronze,20.0,174.0,72.0
Silver,26.0,193.0,92.0
Silver,24.0,168.0,65.0
Gold,20.0,185.0,74.0
Gold,21.0,186.0,82.0
Gold,21.0,186.0,82.0
Gold,25.0,186.0,82.0
Silver,20.0,165.0,52.0
Silver,22.0,183.0,79.0
Silver,18.0,160.0,65.0
Bronze,22.0,160.0,65.0
Silver,26.0,160.0,65.0
Bronze,23.0,190.0,74.0
Bronze,20.0,170.0,68.0
Silver,28.0,170.0,68.0
Silver,20.0,169.0,57.0
Silver,20.0,172.0,67.0
Gold,24.0,172.0,67.0
Gold,21.0,193.0,87.0
Bronze,21.0,193.0,87.0
Silver,21.0,193.0,87.0
Gold,24.0,172.0,78.0
Bronze,23.0,180.0,86.0
Gold,26.0,174.0,65.0
Gold,24.0,190.0,75.0
Bronze,28.0,188.0,90.0
Gold,38.0,183.0,68.0
Bronze,24.0,178.0,72.0
Gold,24.0,174.0,63.0
Gold,20.0,191.0,79.0
Gold,25.0,186.0,84.0
Bronze,33.0,186.0,84.0
Gold,21.0,178.0,72.0
Gold,22.0,174.0,68.0
Silver,22.0,180.0,66.0
Gold,26.0,180.0,66.0
Gold,34.0,180.0,66.0
Silver,46.0,180.0,66.0
Silver,22.0,193.0,82.0
Gold,26.0,193.0,82.0
Gold,30.0,193.0,82.0
Gold,26.0,187.0,81.0
Bronze,19.0,190.0,84.0
Silver,23.0,190.0,84.0
Gold,28.0,186.0,80.0
Silver,25.0,173.0,80.0
Silver,25.0,181.0,98.0
Bronze,26.0,185.0,68.0
Gold,22.0,185.0,77.0
Silver,17.0,180.0,67.0
Silver,23.0,174.0,77.0
Bronze,27.0,174.0,77.0
Bronze,31.0,174.0,77.0
Gold,23.0,157.0,60.0
Gold,19.0,208.0,100.0
Silver,22.0,155.0,57.0
Gold,21.0,203.0,90.0
Bronze,24.0,183.0,79.0
Bronze,25.0,185.0,73.0
Bronze,31.0,185.0,85.0
Bronze,30.0,168.0,61.0
Gold,22.0,183.0,73.0
Gold,25.0,183.0,73.0
Bronze,22.0,167.0,70.0
Bronze,26.0,177.0,77.0
Silver,21.0,185.0,81.0
Silver,21.0,190.0,70.0
Silver,26.0,190.0,70.0
Gold,23.0,188.0,84.0
Gold,23.0,188.0,84.0
Gold,23.0,188.0,84.0
Silver,28.0,188.0,84.0
Silver,28.0,188.0,84.0
Silver,23.0,180.0,82.0
Silver,23.0,165.0,55.0
Silver,23.0,160.0,49.0
Gold,27.0,160.0,49.0
Bronze,27.0,160.0,49.0
Silver,26.0,167.0,66.0
Silver,30.0,167.0,66.0
Gold,28.0,185.0,74.0
Gold,28.0,185.0,74.0
Bronze,42.0,193.0,105.0
Gold,28.0,182.0,87.0
Silver,36.0,182.0,87.0
Gold,23.0,188.0,86.0
Silver,23.0,188.0,86.0
Gold,27.0,188.0,86.0
Silver,27.0,188.0,86.0
Silver,20.0,188.0,87.0
Gold,20.0,188.0,87.0
Silver,24.0,188.0,87.0
Gold,21.0,195.0,86.0
Gold,20.0,178.0,60.0
Silver,30.0,167.0,57.0
Gold,34.0,167.0,57.0
Bronze,25.0,165.0,77.0
Bronze,23.0,168.0,54.0
Silver,26.0,160.0,62.0
Gold,24.0,182.0,69.0
Gold,28.0,182.0,69.0
Gold,32.0,182.0,69.0
Gold,24.0,183.0,83.0
Gold,21.0,170.0,54.0
Gold,21.0,170.0,54.0
Gold,25.0,170.0,54.0
Gold,25.0,170.0,54.0
Gold,29.0,170.0,54.0
Bronze,23.0,165.0,70.0
Gold,18.0,148.0,45.0
Gold,18.0,148.0,45.0
Silver,18.0,148.0,45.0
Bronze,15.0,158.0,54.0
Gold,19.0,158.0,54.0
Bronze,19.0,158.0,54.0
Bronze,23.0,158.0,54.0
Silver,27.0,185.0,93.0
Gold,21.0,182.0,81.0
Gold,22.0,182.0,74.0
Bronze,27.0,170.0,68.0
Bronze,25.0,168.0,51.0
Silver,29.0,168.0,51.0
Gold,22.0,180.0,77.0
Silver,23.0,191.0,93.0
Gold,29.0,188.0,74.0
Silver,26.0,173.0,69.0
Bronze,42.0,179.0,73.0
Bronze,47.0,179.0,73.0
Bronze,21.0,182.0,85.0
Silver,40.0,170.0,59.0
Bronze,24.0,183.0,63.0
Gold,26.0,180.0,66.0
Bronze,30.0,180.0,66.0
Gold,25.0,172.0,65.0
Silver,28.0,174.0,71.0
Gold,30.0,172.0,68.0
Gold,27.0,174.0,55.0
Gold,27.0,174.0,55.0
Silver,27.0,174.0,55.0
Gold,27.0,174.0,55.0
Gold,30.0,174.0,55.0
Silver,30.0,174.0,55.0
Bronze,30.0,174.0,55.0
Silver,16.0,175.0,86.0
Gold,19.0,170.0,61.0
Gold,23.0,170.0,61.0
Silver,27.0,170.0,61.0
Bronze,21.0,176.0,70.0
Silver,21.0,176.0,70.0
Bronze,26.0,180.0,72.0
Bronze,23.0,187.0,70.0
Silver,27.0,187.0,70.0
Bronze,31.0,187.0,70.0
Silver,31.0,186.0,85.0
Silver,21.0,181.0,82.0
Gold,29.0,181.0,82.0
Bronze,33.0,181.0,82.0
Bronze,37.0,181.0,82.0
Bronze,16.0,168.0,55.0
Silver,33.0,183.0,74.0
Bronze,28.0,180.0,91.0
Bronze,28.0,175.0,87.0
Bronze,26.0,168.0,71.0
Silver,30.0,205.0,89.0
Bronze,24.0,181.0,74.0
Gold,19.0,180.0,60.0
Bronze,21.0,176.0,82.0
Silver,20.0,165.0,57.0
Bronze,35.0,168.0,54.0
Silver,23.0,166.0,66.0
Bronze,31.0,166.0,66.0
Bronze,21.0,194.0,82.0
Silver,25.0,185.0,82.0
Silver,22.0,190.0,84.0
Gold,20.0,184.0,79.0
Gold,24.0,184.0,79.0
Silver,28.0,184.0,79.0
Silver,36.0,184.0,79.0
Bronze,22.0,186.0,76.0
Bronze,26.0,186.0,76.0
Bronze,20.0,160.0,51.0
Bronze,21.0,196.0,90.0
Gold,26.0,176.0,82.0
Gold,26.0,176.0,82.0
Silver,19.0,176.0,70.0
Silver,23.0,184.0,83.0
Gold,22.0,186.0,96.0
Gold,20.0,174.0,65.0
Silver,20.0,174.0,65.0
Silver,25.0,172.0,58.0
Gold,29.0,172.0,58.0
Bronze,21.0,183.0,76.0
Bronze,20.0,185.0,70.0
Gold,20.0,185.0,70.0
Bronze,31.0,178.0,74.0
Silver,29.0,172.0,58.0
Gold,13.0,168.0,61.0
Gold,17.0,168.0,61.0
Gold,17.0,168.0,61.0
Silver,23.0,183.0,80.0
Bronze,26.0,178.0,61.0
Silver,20.0,163.0,55.0
Silver,22.0,183.0,78.0
Silver,42.0,172.0,70.0
Gold,22.0,179.0,75.0
Bronze,26.0,179.0,75.0
Bronze,30.0,179.0,75.0
Silver,37.0,170.0,66.0
Silver,41.0,170.0,66.0
Gold,43.0,170.0,66.0
Bronze,28.0,193.0,100.0
Silver,26.0,183.0,89.0
Bronze,26.0,183.0,66.0
Gold,29.0,170.0,59.0
Gold,24.0,193.0,90.0
Silver,34.0,188.0,116.0
Gold,25.0,180.0,73.0
Bronze,35.0,180.0,73.0
Bronze,21.0,201.0,102.0
Gold,15.0,160.0,53.0
Bronze,22.0,175.0,79.0
Silver,26.0,175.0,79.0
Bronze,33.0,180.0,77.0
Bronze,27.0,185.0,77.0
Bronze,22.0,181.0,72.0
Silver,22.0,181.0,72.0
Bronze,24.0,190.0,130.0
Silver,17.0,156.0,48.0
Bronze,21.0,156.0,48.0
Bronze,23.0,165.0,55.0
Gold,37.0,182.0,72.0
Bronze,45.0,182.0,72.0
Bronze,49.0,182.0,72.0
Bronze,32.0,175.0,85.0
Bronze,32.0,195.0,95.0
Gold,23.0,176.0,61.0
Gold,23.0,195.0,96.0
Gold,27.0,195.0,96.0
Silver,22.0,163.0,67.0
Silver,18.0,186.0,73.0
Silver,27.0,168.0,70.0
Gold,30.0,168.0,70.0
Gold,20.0,178.0,59.0
Silver,24.0,178.0,59.0
Gold,30.0,171.0,66.0
Bronze,21.0,164.0,52.0
Gold,25.0,201.0,93.0
Gold,26.0,183.0,78.0
Gold,32.0,184.0,89.0
Gold,20.0,159.0,42.0
Bronze,24.0,159.0,42.0
Gold,28.0,159.0,42.0
Gold,19.0,166.0,69.0
Gold,23.0,166.0,69.0
Silver,27.0,166.0,69.0
Silver,26.0,195.0,91.0
Bronze,29.0,179.0,66.0
Bronze,23.0,180.0,72.0
Bronze,24.0,174.0,63.0
Gold,28.0,174.0,63.0
Bronze,28.0,174.0,63.0
Gold,22.0,183.0,76.0
Gold,21.0,185.0,83.0
Silver,31.0,191.0,90.0
Bronze,27.0,185.0,86.0
Silver,20.0,166.0,54.0
Bronze,25.0,165.0,60.0
Silver,21.0,182.0,66.0
Silver,29.0,186.0,70.0
Bronze,18.0,183.0,67.0
Gold,22.0,183.0,67.0
Silver,26.0,183.0,67.0
Bronze,30.0,193.0,83.0
Bronze,27.0,165.0,64.0
Silver,25.0,181.0,77.0
Bronze,26.0,190.0,97.0
Bronze,23.0,183.0,77.0
Bronze,23.0,198.0,97.0
Silver,27.0,198.0,97.0
Silver,21.0,175.0,73.0
Silver,41.0,174.0,86.0
Silver,22.0,185.0,82.0
Silver,27.0,183.0,93.0
Silver,18.0,182.0,84.0
Gold,21.0,184.0,75.0
Bronze,27.0,172.0,61.0
Bronze,21.0,162.0,56.0
Gold,21.0,162.0,56.0
Silver,19.0,168.0,44.0
Silver,20.0,181.0,77.0
Bronze,29.0,175.0,67.0
Bronze,33.0,175.0,67.0
Gold,24.0,191.0,76.0
Gold,21.0,196.0,95.0
Bronze,25.0,196.0,95.0
Gold,30.0,185.0,83.0
Silver,35.0,185.0,83.0
Gold,35.0,185.0,83.0
Gold,38.0,185.0,83.0
Gold,38.0,185.0,83.0
Silver,42.0,185.0,83.0
Gold,22.0,174.0,69.0
Bronze,19.0,182.0,76.0
Gold,31.0,182.0,85.0
Silver,23.0,175.0,76.0
Bronze,24.0,180.0,81.0
Gold,21.0,161.0,51.0
Silver,28.0,180.0,69.0
Silver,21.0,174.0,71.0
Silver,22.0,197.0,86.0
Gold,26.0,197.0,86.0
Bronze,22.0,185.0,106.0
Bronze,23.0,174.0,80.0
Gold,31.0,174.0,80.0
Bronze,27.0,175.0,75.0
Silver,28.0,204.0,102.0
Gold,26.0,195.0,86.0
Bronze,30.0,175.0,62.0
Bronze,36.0,172.0,68.0
Gold,23.0,173.0,76.0
Gold,27.0,173.0,76.0
Silver,31.0,173.0,76.0
Bronze,26.0,177.0,75.0
Gold,28.0,183.0,80.0
Bronze,26.0,166.0,58.0
Gold,21.0,182.0,76.0
Gold,23.0,197.0,81.0
Silver,24.0,180.0,64.0
Bronze,29.0,175.0,72.0
Silver,25.0,173.0,64.0
Bronze,35.0,171.0,63.0
Bronze,33.0,165.0,57.0
Silver,30.0,172.0,64.0
Bronze,24.0,155.0,56.0
Silver,34.0,185.0,95.0
Silver,42.0,185.0,95.0
Silver,42.0,185.0,95.0
Silver,20.0,190.0,84.0
Gold,33.0,182.0,75.0
Silver,23.0,182.0,77.0
Gold,23.0,182.0,77.0
Silver,18.0,180.0,64.0
Gold,26.0,180.0,64.0
Silver,24.0,163.0,75.0
Silver,31.0,175.0,61.0
Bronze,24.0,184.0,88.0
Silver,28.0,184.0,88.0
Gold,26.0,184.0,120.0
Silver,26.0,180.0,58.0
Bronze,25.0,170.0,74.0
Bronze,23.0,178.0,84.0
Silver,29.0,178.0,66.0
Bronze,26.0,182.0,90.0
Bronze,23.0,180.0,71.0
Silver,31.0,180.0,71.0
Silver,35.0,180.0,71.0
Silver,29.0,170.0,60.0
Silver,32.0,193.0,93.0
Silver,21.0,167.0,60.0
Bronze,25.0,188.0,98.0
Bronze,52.0,163.0,65.0
Silver,19.0,181.0,75.0
Gold,29.0,189.0,97.0
Gold,16.0,144.0,34.0
Gold,20.0,144.0,34.0
Bronze,24.0,163.0,58.0
Gold,23.0,159.0,63.0
Gold,19.0,150.0,53.0
Gold,23.0,150.0,53.0
Gold,23.0,150.0,53.0
Bronze,18.0,185.0,68.0
Silver,22.0,185.0,68.0
Silver,22.0,188.0,90.0
Silver,22.0,188.0,90.0
Silver,25.0,173.0,64.0
Silver,22.0,189.0,100.0
Silver,22.0,170.0,86.0
Silver,19.0,182.0,70.0
Silver,22.0,182.0,72.0
Gold,24.0,200.0,95.0
Bronze,27.0,165.0,52.0
Bronze,21.0,203.0,95.0
Gold,34.0,140.0,56.0
Bronze,19.0,182.0,82.0
Bronze,30.0,170.0,67.0
Bronze,34.0,170.0,67.0
Silver,23.0,190.0,80.0
Silver,25.0,178.0,63.0
Silver,22.0,173.0,61.0
Gold,26.0,173.0,61.0
Silver,23.0,192.0,92.0
Silver,21.0,178.0,85.0
Bronze,21.0,206.0,105.0
Silver,29.0,199.0,100.0
Silver,21.0,180.0,69.0
Gold,26.0,201.0,99.0
Bronze,24.0,165.0,56.0
Gold,24.0,188.0,74.0
Bronze,24.0,163.0,59.0
Bronze,27.0,163.0,59.0
Silver,50.0,183.0,89.0
Bronze,21.0,170.0,61.0
Bronze,23.0,171.0,64.0
Gold,31.0,185.0,94.0
Silver,22.0,177.0,80.0
Bronze,23.0,200.0,99.0
Silver,19.0,173.0,76.0
Silver,23.0,173.0,76.0
Bronze,19.0,187.0,84.0
Bronze,25.0,187.0,87.0
Bronze,33.0,180.0,88.0
Bronze,33.0,178.0,86.0
Bronze,21.0,184.0,79.0
Bronze,21.0,184.0,79.0
Bronze,34.0,190.0,76.0
Bronze,16.0,166.0,61.0
Silver,21.0,180.0,77.0
Gold,28.0,178.0,68.0
Gold,25.0,160.0,55.0
Gold,29.0,160.0,55.0
Silver,28.0,170.0,59.0
Bronze,32.0,170.0,59.0
Silver,19.0,185.0,85.0
Gold,19.0,185.0,85.0
Gold,23.0,185.0,85.0
Bronze,23.0,185.0,85.0
Bronze,20.0,187.0,70.0
Gold,28.0,183.0,76.0
Silver,37.0,190.0,95.0
Silver,31.0,192.0,115.0
Silver,28.0,185.0,74.0
Bronze,20.0,178.0,82.0
Silver,23.0,189.0,91.0
Gold,24.0,179.0,72.0
Silver,28.0,179.0,72.0
Silver,21.0,165.0,67.0
Gold,20.0,193.0,88.0
Silver,23.0,193.0,88.0
Bronze,26.0,176.0,64.0
Bronze,33.0,174.0,64.0
Silver,33.0,174.0,64.0
Silver,37.0,174.0,64.0
Bronze,37.0,174.0,64.0
Bronze,41.0,174.0,64.0
Bronze,49.0,174.0,64.0
Silver,31.0,176.0,72.0
Silver,31.0,176.0,72.0
Gold,35.0,176.0,72.0
Bronze,35.0,176.0,72.0
Bronze,39.0,176.0,72.0
Bronze,47.0,176.0,72.0
Silver,34.0,175.0,90.0
Silver,42.0,175.0,90.0
Gold,26.0,155.0,53.0
Gold,30.0,155.0,53.0
Silver,34.0,155.0,53.0
Silver,29.0,174.0,67.0
Gold,33.0,174.0,67.0
Gold,33.0,174.0,67.0
Bronze,29.0,164.0,55.0
Silver,31.0,164.0,55.0
Gold,31.0,164.0,55.0
Bronze,31.0,164.0,55.0
Bronze,35.0,164.0,55.0
Bronze,29.0,192.0,89.0
Bronze,24.0,184.0,87.0
Gold,27.0,177.0,75.0
Bronze,27.0,177.0,75.0
Gold,29.0,177.0,65.0
Gold,29.0,177.0,65.0
Silver,33.0,177.0,65.0
Bronze,22.0,190.0,88.0
Bronze,28.0,163.0,59.0
Gold,20.0,167.0,55.0
Gold,25.0,168.0,62.0
Silver,37.0,168.0,62.0
Silver,33.0,182.0,79.0
Bronze,21.0,185.0,80.0
Silver,29.0,190.0,72.0
Silver,21.0,178.0,80.0
Bronze,25.0,173.0,58.0
Gold,24.0,174.0,75.0
Gold,28.0,174.0,75.0
Gold,24.0,165.0,66.0
Gold,21.0,186.0,77.0
Silver,25.0,149.0,53.0
Silver,22.0,174.0,73.0
Gold,21.0,182.0,86.0
Bronze,21.0,182.0,86.0
Bronze,25.0,182.0,86.0
Silver,25.0,182.0,86.0
Silver,22.0,162.0,47.0
Silver,25.0,168.0,52.0
Bronze,26.0,156.0,45.0
Bronze,19.0,166.0,50.0
Gold,23.0,166.0,50.0
Bronze,27.0,166.0,50.0
Gold,27.0,166.0,50.0
Bronze,31.0,166.0,50.0
Silver,17.0,180.0,74.0
Silver,21.0,180.0,74.0
Gold,21.0,180.0,74.0
Gold,24.0,180.0,74.0
Gold,28.0,180.0,74.0
Gold,42.0,181.0,73.0
Gold,21.0,180.0,74.0
Silver,21.0,180.0,74.0
Bronze,36.0,168.0,55.0
Silver,23.0,176.0,70.0
Bronze,21.0,188.0,94.0
Gold,17.0,172.0,54.0
Gold,21.0,172.0,54.0
Bronze,25.0,172.0,54.0
Bronze,19.0,179.0,76.0
Bronze,23.0,179.0,76.0
Bronze,23.0,179.0,76.0
Silver,23.0,195.0,98.0
Bronze,26.0,183.0,92.0
Bronze,22.0,195.0,85.0
Gold,26.0,192.0,94.0
Silver,22.0,179.0,76.0
Gold,21.0,169.0,57.0
Silver,21.0,169.0,57.0
Gold,21.0,169.0,57.0
Silver,31.0,195.0,95.0
Bronze,25.0,172.0,94.0
Gold,21.0,183.0,84.0
Bronze,23.0,173.0,73.0
Bronze,22.0,176.0,64.0
Bronze,27.0,174.0,65.0
Bronze,31.0,174.0,65.0
Bronze,32.0,173.0,72.0
Bronze,16.0,175.0,64.0
Silver,16.0,175.0,64.0
Gold,16.0,175.0,64.0
Silver,16.0,175.0,64.0
Gold,16.0,175.0,64.0
Gold,22.0,187.0,76.0
Gold,24.0,186.0,71.0
Silver,21.0,189.0,83.0
Gold,25.0,189.0,83.0
Silver,21.0,188.0,84.0
Gold,25.0,188.0,84.0
Silver,21.0,172.0,60.0
Bronze,47.0,168.0,93.0
Bronze,26.0,163.0,50.0
Silver,23.0,184.0,118.0
Silver,26.0,184.0,118.0
Gold,26.0,184.0,118.0
Bronze,30.0,184.0,118.0
Bronze,34.0,184.0,118.0
Bronze,21.0,165.0,68.0
Gold,24.0,172.0,68.0
Silver,24.0,172.0,68.0
Silver,28.0,172.0,68.0
Silver,28.0,172.0,68.0
Bronze,22.0,183.0,90.0
Silver,25.0,190.0,82.0
Bronze,21.0,191.0,89.0
Silver,21.0,162.0,57.0
Silver,18.0,169.0,54.0
Gold,21.0,169.0,54.0
Gold,24.0,162.0,57.0
Silver,24.0,190.0,97.0
Silver,21.0,178.0,86.0
Bronze,25.0,178.0,86.0
Bronze,29.0,178.0,86.0
Gold,21.0,179.0,78.0
Gold,25.0,178.0,69.0
Gold,25.0,178.0,69.0
Gold,29.0,178.0,69.0
Gold,29.0,178.0,69.0
Silver,19.0,186.0,75.0
Bronze,23.0,188.0,99.0
Bronze,24.0,185.0,79.0
Silver,28.0,185.0,79.0
Gold,20.0,173.0,83.0
Gold,24.0,173.0,83.0
Gold,28.0,173.0,83.0
Bronze,32.0,173.0,83.0
Gold,21.0,172.0,68.0
Bronze,24.0,204.0,95.0
Silver,28.0,186.0,82.0
Silver,22.0,159.0,59.0
Silver,21.0,176.0,69.0
Silver,25.0,177.0,76.0
Bronze,25.0,178.0,62.0
Bronze,23.0,178.0,70.0
Bronze,22.0,197.0,87.0
Gold,23.0,184.0,80.0
Bronze,20.0,175.0,68.0
Silver,26.0,173.0,73.0
Gold,31.0,197.0,104.0
Gold,35.0,197.0,104.0
Bronze,26.0,182.0,82.0
Bronze,24.0,177.0,77.0
Bronze,30.0,215.0,101.0
Bronze,25.0,175.0,80.0
Gold,20.0,168.0,102.0
Silver,22.0,171.0,63.0
Gold,22.0,171.0,63.0
Gold,26.0,171.0,63.0
Gold,26.0,171.0,63.0
Gold,26.0,180.0,67.0
Bronze,24.0,167.0,58.0
Gold,32.0,168.0,60.0
Silver,21.0,172.0,72.0
Silver,25.0,172.0,72.0
Bronze,25.0,172.0,72.0
Bronze,20.0,164.0,57.0
Silver,28.0,196.0,90.0
Silver,28.0,202.0,105.0
Gold,23.0,175.0,65.0
Bronze,23.0,175.0,65.0
Silver,23.0,175.0,65.0
Silver,28.0,185.0,81.0
Gold,25.0,170.0,56.0
Silver,29.0,170.0,56.0
Bronze,21.0,185.0,74.0
Gold,19.0,198.0,86.0
Silver,21.0,163.0,57.0
Silver,23.0,163.0,57.0
Silver,27.0,163.0,57.0
Bronze,27.0,163.0,57.0
Gold,27.0,163.0,57.0
Silver,31.0,163.0,57.0
Bronze,35.0,163.0,57.0
Bronze,23.0,180.0,71.0
Silver,27.0,169.0,64.0
Bronze,24.0,203.0,105.0
Gold,38.0,160.0,48.0
Bronze,27.0,186.0,86.0
Gold,31.0,186.0,86.0
Gold,24.0,183.0,83.0
Bronze,28.0,183.0,83.0
Gold,28.0,183.0,83.0
Silver,32.0,183.0,83.0
Silver,18.0,178.0,70.0
Silver,18.0,178.0,70.0
Gold,22.0,178.0,70.0
Silver,22.0,178.0,70.0
Silver,22.0,178.0,70.0
Gold,22.0,178.0,70.0
Silver,20.0,213.0,110.0
Silver,28.0,213.0,110.0
Silver,23.0,177.0,73.0
Bronze,22.0,175.0,80.0
Bronze,22.0,175.0,80.0
Bronze,22.0,188.0,72.0
Gold,20.0,168.0,51.0
Gold,19.0,165.0,54.0
Silver,23.0,165.0,54.0
Bronze,29.0,190.0,75.0
Gold,28.0,178.0,83.0
Bronze,22.0,186.0,70.0
Bronze,32.0,170.0,73.0
Bronze,23.0,196.0,90.0
Silver,24.0,164.0,57.0
Gold,24.0,174.0,73.0
Silver,21.0,177.0,70.0
Gold,24.0,183.0,82.0
Silver,26.0,183.0,82.0
Gold,30.0,183.0,82.0
Bronze,30.0,177.0,90.0
Gold,23.0,154.0,48.0
Silver,27.0,154.0,48.0
Gold,20.0,178.0,74.0
Silver,25.0,175.0,66.0
Bronze,35.0,152.0,52.0
Silver,19.0,178.0,75.0
Gold,19.0,178.0,75.0
Gold,23.0,178.0,75.0
Gold,23.0,178.0,75.0
Silver,28.0,178.0,75.0
Bronze,21.0,190.0,84.0
Silver,19.0,173.0,52.0
Bronze,24.0,185.0,82.0
Gold,23.0,183.0,76.0
Gold,22.0,190.0,81.0
Silver,24.0,172.0,60.0
Gold,21.0,181.0,70.0
Bronze,27.0,154.0,63.0
Gold,30.0,154.0,63.0
Silver,34.0,154.0,63.0
Bronze,34.0,154.0,63.0
Bronze,21.0,167.0,63.0
Silver,15.0,146.0,42.0
Silver,21.0,192.0,85.0
Silver,25.0,192.0,85.0
Silver,26.0,150.0,51.0
Bronze,22.0,189.0,88.0
Silver,25.0,175.0,79.0
Gold,29.0,175.0,79.0
Gold,24.0,177.0,94.0
Bronze,22.0,151.0,45.0
Silver,18.0,175.0,65.0
Bronze,24.0,167.0,57.0
Bronze,36.0,170.0,74.0
Gold,26.0,182.0,70.0
Gold,23.0,173.0,67.0
Gold,26.0,199.0,118.0
Silver,27.0,185.0,71.0
Bronze,31.0,185.0,71.0
Silver,26.0,175.0,74.0
Bronze,23.0,186.0,86.0
Bronze,25.0,181.0,72.0
Gold,29.0,181.0,72.0
Bronze,34.0,173.0,86.0
Silver,33.0,182.0,80.0
Bronze,28.0,200.0,98.0
Silver,30.0,183.0,120.0
Gold,29.0,187.0,88.0
Bronze,28.0,192.0,90.0
Gold,15.0,164.0,50.0
Bronze,24.0,195.0,94.0
Gold,31.0,158.0,52.0
Bronze,23.0,185.0,75.0
Silver,28.0,174.0,69.0
Gold,25.0,196.0,96.0
Gold,29.0,196.0,96.0
Silver,19.0,165.0,64.0
Gold,22.0,178.0,78.0
Gold,22.0,178.0,78.0
Gold,24.0,169.0,74.0
Gold,20.0,201.0,86.0
Silver,24.0,201.0,86.0
Gold,24.0,201.0,86.0
Bronze,26.0,172.0,78.0
Gold,23.0,161.0,60.0
Silver,31.0,173.0,67.0
Silver,16.0,149.0,38.0
Silver,22.0,187.0,99.0
Gold,26.0,187.0,99.0
Bronze,20.0,190.0,77.0
Bronze,22.0,191.0,87.0
Silver,26.0,191.0,87.0
Bronze,21.0,186.0,150.0
Bronze,33.0,186.0,150.0
Bronze,28.0,183.0,74.0
Bronze,32.0,183.0,74.0
Gold,18.0,178.0,71.0
Silver,24.0,179.0,79.0
Silver,35.0,173.0,83.0
Silver,26.0,178.0,70.0
Bronze,25.0,187.0,83.0
Bronze,16.0,159.0,44.0
Silver,16.0,159.0,44.0
Gold,25.0,180.0,79.0
Gold,21.0,187.0,87.0
Bronze,22.0,192.0,88.0
Gold,24.0,198.0,91.0
Silver,29.0,167.0,64.0
Gold,26.0,203.0,100.0
Bronze,25.0,173.0,56.0
Gold,27.0,192.0,98.0
Gold,28.0,165.0,55.0
Silver,32.0,165.0,55.0
Bronze,25.0,186.0,84.0
Gold,29.0,186.0,84.0
Bronze,33.0,186.0,84.0
Bronze,21.0,174.0,60.0
Bronze,23.0,168.0,58.0
Gold,27.0,168.0,58.0
Gold,27.0,168.0,58.0
Gold,27.0,168.0,58.0
Bronze,21.0,178.0,72.0
Gold,29.0,184.0,74.0
Gold,23.0,170.0,63.0
Silver,27.0,172.0,61.0
Bronze,23.0,185.0,86.0
Bronze,26.0,165.0,58.0
Bronze,29.0,166.0,55.0
Bronze,35.0,189.0,83.0
Bronze,34.0,176.0,72.0
Silver,23.0,178.0,77.0
Bronze,27.0,180.0,74.0
Bronze,19.0,168.0,57.0
Gold,23.0,168.0,57.0
Silver,27.0,168.0,57.0
Silver,22.0,179.0,68.0
Silver,30.0,178.0,75.0
Bronze,28.0,175.0,109.5
Gold,26.0,175.0,67.0
Bronze,30.0,175.0,67.0
Gold,21.0,185.0,79.0
Bronze,22.0,170.0,59.0
Bronze,26.0,170.0,59.0
Silver,30.0,170.0,59.0
Silver,27.0,170.0,67.0
Gold,22.0,203.0,62.0
Gold,26.0,203.0,62.0
Gold,19.0,176.0,57.0
Bronze,24.0,170.0,60.0
Gold,24.0,170.0,60.0
Silver,28.0,181.0,75.0
Bronze,28.0,181.0,75.0
Gold,29.0,192.0,98.0
Silver,28.0,186.0,81.0
Silver,32.0,186.0,81.0
Gold,25.0,167.0,62.0
Bronze,22.0,188.0,75.0
Gold,26.0,183.0,74.0
Gold,31.0,189.0,90.0
Gold,23.0,175.0,72.0
Gold,31.0,175.0,72.0
Gold,27.0,182.0,71.0
Silver,24.0,172.0,72.0
Gold,32.0,172.0,72.0
Gold,32.0,172.0,72.0
Bronze,23.0,168.0,55.0
Silver,23.0,168.0,55.0
Gold,27.0,168.0,55.0
Bronze,20.0,177.0,106.0
Silver,22.0,177.0,106.0
Bronze,28.0,170.0,60.0
Bronze,20.0,162.0,60.0
Bronze,23.0,167.0,51.0
Bronze,39.0,167.0,51.0
Silver,25.0,160.0,59.0
Gold,25.0,165.0,61.0
Silver,24.0,175.0,77.0
Silver,25.0,196.0,95.0
Bronze,26.0,178.0,82.0
Silver,29.0,193.0,96.0
Bronze,22.0,163.0,64.0
Bronze,26.0,163.0,64.0
Silver,22.0,194.0,94.0
Gold,26.0,194.0,94.0
Gold,24.0,182.0,81.0
Bronze,26.0,170.0,57.0
Silver,16.0,180.0,66.0
Silver,28.0,193.0,86.0
