Componente 1,Componente 2,outliers
0.7938057092067428,-0.15669192628928502,1
0.7946727827202291,-0.15616266830952827,1
-0.5451936039244183,-0.6085796502490247,1
-0.545193603924418,-0.6085796502490249,1
-0.5451936039244181,-0.6085796502490249,1
0.794814699038096,-0.15607458842619842,1
-0.5460236732456852,-0.609126309603508,1
0.793842713398954,-0.15670932766397797,1
-0.26781000331655785,0.7775216486283463,1
0.7939440084540565,-0.15664645923020265,1
-0.5455927474982757,-0.6088588569940427,1
-0.5455927474982757,-0.6088588569940427,1
-0.54545972490312,-0.6087762969697089,1
-0.2680182964235435,0.7774785283799314,1
0.7941155522985356,-0.15647289405052894,1
0.7927640110433282,-0.1572792416530325,-1
0.7933746578784974,-0.15691440058705233,1
0.7952864219034775,-0.15580075360093643,-1
-0.26786991071418387,0.7775076471631353,1
-0.5458301674895186,-0.6089827270666939,1
-0.5461901097963399,-0.6092006757531512,1
-0.5460196986439532,-0.6090949106470702,1
-0.26776049846566824,0.7775813057801227,1
-0.5463116764809215,-0.6092551265039895,1
-0.5463775530152075,-0.6092926826795083,1
-0.2664123411183927,0.7783867234751328,1
-0.5458613272875105,-0.6089954693866952,1
0.7941777468671514,-0.15644021039246325,1
-0.2666604295152388,0.7782104341691358,1
-0.5460209723851767,-0.6090551251167475,-1
-0.2676202147335421,0.7776743353417317,1
-0.5466888271110227,-0.6094949563304198,1
-0.5463952267729978,-0.6093127342724045,1
-0.5462261738235601,-0.6092078121303959,-1
-0.5463049431142362,-0.6092778190121445,1
-0.5461273990917007,-0.6091676269143005,1
-0.2678629375479039,0.7775118549616246,1
-0.5465210283912784,-0.6093969945391289,1
-0.5463632885503963,-0.6092990938397298,1
-0.26811358826698684,0.7773712265097995,-1
0.7934653858531622,-0.1569061509042312,1
0.794539553653427,-0.1562569316296383,1
-0.26854038499457505,0.7771381346891837,1
-0.2672403045105113,0.7779239580736136,-1
0.794519593644878,-0.15631289231437406,1
0.7945900122987439,-0.1562139704942856,1
-0.5450826408142515,-0.608587928063,-1
-0.2677646610062394,0.7775966698125146,1
-0.5444296635226685,-0.6081827915920135,-1
-0.5449392525903958,-0.6084514358524441,1
-0.26656097949483604,0.7783054130055466,1
-0.5445156145279791,-0.6081817760931333,-1
-0.5473981934168626,-0.6098803342222971,-1
-0.2671548692469977,0.7778982850902105,1
-0.5469976674533334,-0.6097111234075719,-1
0.7955295504200854,-0.15568041089296664,-1
-0.26847654263595994,0.7771297029010364,-1
-0.26627013814027917,0.7784646207733662,-1
0.7951578840443332,-0.15593887018410263,-1
-0.5448348584780195,-0.6083922281774117,1
0.7936672965906909,-0.15678165895055376,1
-0.26808671517992383,0.7773864489079951,1
