Componente 1,Componente 2,labels
-0.40563596838891836,-0.46349293410416237,1
-0.3755441099541959,-0.46435124942675354,1
-0.3784628941589264,0.4484858846161036,2
-0.37846289415892653,0.4484858846161041,2
-0.37846289415892653,0.4484858846161041,2
-0.3769516269263777,-0.4638722422461274,1
-0.3717463294784821,0.4532181707224025,2
-0.3683821487498743,-0.4519141434767781,1
-0.36337024694612347,-0.026231553572372127,0
-0.3696987191917562,-0.45295377454046626,1
-0.37240027336889225,0.4539439122327115,2
-0.37240027336889225,0.4539439122327115,2
-0.37256224922964803,0.4525213351092715,2
-0.3675968972006521,-0.02459354557772435,0
0.7133948973148445,-0.4524125376348,3
-0.3952800938533044,-0.4635284084619099,1
-0.38685429175118863,-0.46038792740121326,1
0.74909601298372,-0.4525821110654151,3
0.758325754795021,-0.013562406676164587,5
-0.3766485965011437,0.4580076651500827,2
-0.3770700624558928,0.45738593224319934,2
-0.3771933767561072,0.45635094568732043,2
-0.3656521784490065,-0.03148933153529188,0
-0.38066509648668734,0.46160849515275043,2
-0.3901212214598098,0.45739605911606174,2
-0.35747092814555526,0.02265764526197453,0
-0.40129180463087405,0.4553056702515454,2
-0.39106425757755386,-0.46138328666635015,1
0.7558088573340802,-0.019282052508715248,5
-0.38408513388059334,0.451782135193942,2
-0.3919733206240587,-0.026692386802488373,0
-0.4147194442528111,0.4638868115850404,2
-0.411427616414863,0.46422002139865454,2
-0.40505084443025524,0.46401145651976294,2
-0.41062441437931263,0.4661654370888896,2
-0.41132665492349046,0.46520932246146746,2
-0.4045806000696697,-0.027944272169169716,0
-0.41753902814178495,0.46530710568982986,2
-0.41730635903522456,0.46343110257883363,2
-0.40996119011709226,-0.02832895565405965,0
-0.3604259223099618,-0.46754989693825494,1
-0.3634454202199926,-0.41239872782836723,1
0.7506176448651256,0.027390540623908187,5
0.7721227230938439,0.027797758802418693,5
-0.3777471640249695,-0.4619083142893586,1
0.7629354199524118,-0.45271670008038184,3
-0.3915388167068123,0.45278291561381767,2
-0.3818007698215638,-0.02391560656172278,0
-0.41066167462997333,0.4786182024569265,2
-0.37233167173123893,0.4522171851925103,2
-0.3660872095628668,-0.029720452629984764,0
-0.3702732654144241,0.45484936461741293,2
-0.39059260140582486,0.5299623717816189,2
-0.3754200370460577,-0.028955267006111972,0
-0.41398526956417725,0.47014757825291076,2
-0.3750422390100785,0.44732103315268684,2
-0.35402610995430006,-0.45825128120560027,1
-0.395288731527643,0.024316452660940797,0
0.7414303948056578,-0.018308064248616272,5
0.7635049442949245,-0.4549263754780365,3
-0.3555982069873355,0.474977509642253,2
-0.39497902115033806,-0.45820716488186924,1
-0.3882943128209701,-0.022137355008825983,0
-0.38384964282754325,0.5308353254845285,2
0.7704153404605597,-0.018557685287939156,5
-0.40477827858220233,0.45193462957016345,2
-0.38885170009233483,0.5433620978537598,2
-0.3188209948568673,-0.4614896089188111,1
-0.3110665169144975,-0.027478291259085814,0
-0.31259087437651445,-0.026768204382468283,0
-0.320326275302656,-0.4624343270551954,1
-0.390786431718965,-0.004405796014694336,0
-0.39704215134867954,-0.4438343950540439,1
-0.35404839215099326,-0.46476579884214264,1
-0.3683040279347169,-0.026421583944838734,0
-0.4046884148853422,-0.4587190639608307,1
-0.4083630075057098,0.4596839248070509,2
-0.4022277779438932,-0.02710844353651652,0
-0.35941619240649625,-0.46018291263429906,1
-0.4006162673902159,-0.02973157523188709,0
-0.4022572724527582,0.473535963667602,2
-0.39173077927255384,-0.02028226541601898,0
-0.3832536575556227,-0.45869590925230824,1
-0.3620561718296915,-0.45756322966734386,1
0.7172022694235799,-0.0058517158503869965,5
0.7366131469647714,-0.4478702933411984,3
-0.3756790426086815,-0.45746053938610814,1
0.7339020276648986,-0.4520946327292883,3
-0.4108736806367565,0.4817842356261905,2
-0.3861283719250969,0.4611258823218864,2
-0.38650839523520547,0.45933618586912794,2
-0.3511733267241624,0.45453509089472094,2
0.7331015383730937,-0.453396096045527,3
-0.41358307486736756,-0.44576475367743584,1
-0.40753089334189924,0.48092843834579624,2
0.7794435056525854,-0.4534935041976211,3
-0.38816396930373537,0.45320581535164556,2
-0.37161618298762045,-0.45468772316942696,1
-0.3899528575084577,-0.4649741829628378,1
-0.3581790969547955,-0.0291245678077151,0
-0.3820947322893458,-0.457828086048016,1
-0.38274816534287126,-0.02768634414144224,0
-0.37377101713558464,-0.46382996275620086,1
-0.3855575284561982,-0.4653443412647399,1
0.7089553546064791,-0.4359715941838124,3
0.7487061984624624,-0.4582508043407911,3
0.7557413578483387,-0.021139093324208873,5
-0.3830607919971019,0.4608587735393574,2
-0.36626413704220057,-0.026546197196494117,0
-0.36626413704220057,-0.026546197196494117,0
-0.3676082005928633,-0.02671825364687538,0
-0.4017735778345613,0.44693480407101044,2
-0.39868779787360964,-0.4546123638591604,1
-0.40216025096352176,0.44619606573000953,2
-0.39253577545046586,-0.030415975326425947,0
-0.39712243016504545,-0.03053883413565877,0
-0.3599735561125398,0.4588179454539266,2
-0.39632999006773,-0.463688082761188,1
-0.38261418819638565,-0.46995850089866303,1
-0.39208688976139133,-0.029961120795559158,0
-0.36761227053965007,0.4551244543711621,2
-0.3866976669898387,-0.032466361514387726,0
-0.38876125842755843,0.03168480663231322,0
-0.39472828038096885,-0.411938335893829,1
-0.3792165714592126,-0.03306832269826629,0
-0.37956356982125306,-0.032147514697523534,0
0.7202971073162915,0.45052057129768697,4
0.7204703468682507,0.45012179271163494,4
-0.4039297077833342,0.5449064712934649,2
-0.3912914282057988,0.031512643425697956,0
0.7584270122978163,-0.41100932059420936,3
0.7151909028438489,-0.45068412053372076,3
0.6951174453801824,0.4703508042426442,4
0.6941164833529608,0.46920431019378317,4
0.7056996246501629,-0.016887365874332913,5
-0.38134018043931567,0.4700096833973509,2
-0.3893609618546729,-0.037535611880771244,0
-0.3826229481288818,-0.4571435964773618,1
-0.36649484338291055,-0.02709714524712956,0
-0.3687322265953201,-0.027206756010297338,0
-0.3814410971000778,-0.02741555565620129,0
-0.3813368642922129,-0.028983272259137136,0
-0.3886949196000406,-0.021859003490396062,0
0.7301666284825382,0.45862027289666657,4
-0.39856971086135307,-0.46613486322302355,1
-0.3945985024111458,0.4591102510494515,2
-0.3867116090824657,-0.02694168605716532,0
-0.398462559234547,0.5513230483026964,2
-0.3838211779961439,-0.027903202770719695,0
-0.3773588424102528,-0.025887503544272772,0
