Componente 1,Componente 2,labels
1.031567654746168,-0.1411755558422879,1
1.060072520430855,-0.14467676035370294,1
-0.668433922865027,-0.8421462543835767,0
-0.668433922865027,-0.8421462543835767,0
-0.668433922865027,-0.8421462543835767,0
1.0100590808194048,-0.13766248062937114,1
-0.642457373702176,-0.8085500628638289,0
1.0090699966796508,-0.13807404619280206,1
-0.407302832809276,0.9883364428216164,2
1.0422943641479092,-0.14262470306346728,1
-0.6513015984286936,-0.8200579056950311,0
-0.6513015984286936,-0.8200579056950311,0
-0.6218416175153864,-0.7823267739184375,0
-0.4040770741885057,0.9799929584544002,2
1.0567372344070123,-0.14449296083417215,1
0.9320704080534792,-0.12790397733717487,1
0.9594919351647562,-0.13138026556247445,1
0.9346779207032218,-0.12700686816918094,1
-0.41307068198257824,1.0025049962611403,2
-0.6691613646520203,-0.8428565903074021,0
-0.6642666344865139,-0.8364404214044124,0
-0.6648599921853225,-0.8372669346884988,0
-0.3936095535354695,0.9545883767045509,2
-0.6568800368789125,-0.8269062324560541,0
-0.6522772302319121,-0.8209772506250543,0
-0.3822050419306294,0.9289702440019053,2
-0.6695376497407405,-0.8433227385595254,0
1.07891377080155,-0.14753676758325796,1
-0.3777568549316199,0.9174194986070638,2
-0.5829558974620358,-0.7322056943319998,0
-0.40486760769635416,0.9827415036844369,2
-0.6249053480336129,-0.7857711788601657,0
-0.6223730659500355,-0.7826358456593099,0
-0.5979416865716968,-0.751368565429447,0
-0.6494842895896246,-0.8174453475166011,0
-0.6586592743368281,-0.8292798501126512,0
-0.39351583087488473,0.9541463026622251,2
-0.6324448084602644,-0.7955079907908191,0
-0.6230522518657353,-0.7835230786566089,0
-0.3714420906303403,0.8989970884206596,2
1.007637508493008,-0.1380487091774156,1
1.0774571670806863,-0.14716686256878178,1
-0.38822152965555107,0.939675564533408,2
-0.3856268438159751,0.9357947308260991,2
1.056014286266325,-0.14423281716807146,1
1.0122466150633795,-0.13809876897498274,1
-0.5827973851034668,-0.7324225679899447,0
-0.42197612999492595,1.024773595700713,2
-0.6116265307028915,-0.7696211993261276,0
-0.655875606619943,-0.8261532782097616,0
-0.38693162477251963,0.9403864822541816,2
-0.6177153836378595,-0.7773605457944138,0
-0.5748484351214144,-0.7212887143247131,0
-0.39524559311368374,0.959813917051843,2
-0.5768819639560329,-0.7241013636747682,0
0.9154554044510388,-0.12424298783837119,1
-0.383236759697722,0.9274393271449425,2
-0.34779327802339227,0.8438780966395963,2
0.9433180503075014,-0.12830728832123492,1
-0.6248671819827967,-0.7864214179727022,0
0.9972885789703352,-0.13651163864183208,1
-0.3906788046650032,0.9466195341447414,2
-0.6613783035142068,-0.8327283248347125,0
-0.3385011406753779,0.8220546811728371,2
-0.6563533228071459,-0.8266280007750735,0
-0.6345474265597504,-0.7983506682477265,0
0.9373005077955867,-0.1275302954056867,1
-0.3660407858875157,0.8882712959826771,2
-0.38069962221709336,0.9251245511275706,2
0.9774279003886643,-0.13294539536569122,1
-0.39467523514671254,0.9560077022077167,2
1.0064569760502629,-0.1378942526229143,1
0.9342810718337698,-0.12799849658927206,1
-0.388707417614857,0.9409815789608119,2
0.9681523705156545,-0.13275903883661722,1
-0.6195809646969128,-0.7788801027137536,0
-0.38786559533536447,0.9388912082009903,2
1.0350406045856935,-0.14137657397964573,1
-0.3875641848407154,0.9387066374286915,2
-0.6862364402947618,-0.8646703247990447,0
-0.4208085326154578,1.021666083998967,2
1.0312136424819063,-0.14070552844260792,1
0.9490055249201079,-0.1301377474334687,1
-0.4043647602814309,0.9828043297158857,2
1.0261391684830803,-0.13990956033950486,1
0.9378204448942062,-0.12867505512617608,1
1.0257445446229385,-0.14037049678805472,1
-0.6502219846838447,-0.8188243924022023,0
-0.6852916599216187,-0.8635483738529227,0
-0.6864133382842154,-0.8650525981008569,0
-0.650979882628893,-0.8195318898491234,0
0.8365148063040576,-0.11285344191531083,1
1.0236572923925664,-0.1402143471966822,1
-0.6315467063193548,-0.7948280948356895,0
0.7807712575635842,-0.10540333994108256,1
-0.6002299179173844,-0.7540076356769833,0
1.0157383088385752,-0.13896745936400867,1
1.043922682378109,-0.1426716176795478,1
-0.3497348687755757,0.8486727699033192,2
0.9778921497416783,-0.13379829343879707,1
-0.4309402777864163,1.047418245503858,2
0.9652501829910735,-0.13112899832551325,1
1.0285786784735265,-0.14020675401524468,1
1.0065582658217143,-0.13703510154728776,1
1.0767273689550116,-0.14704065973131442,1
-0.3995660821119245,0.9708484095325036,2
-0.688109561734362,-0.867249719513732,0
-0.4173790673346684,1.0133343660337821,2
-0.4173790673346684,1.0133343660337821,2
-0.411301862844542,0.9986384013134755,2
-0.6198355031629186,-0.7792832036751092,0
0.9695191983932415,-0.13288073380034932,1
-0.615610543435114,-0.7738951273999902,0
-0.37827118619367933,0.9152128671391615,2
-0.357882739247617,0.8633502440227578,2
-0.6346088637389584,-0.798737031360833,0
0.9978037330460948,-0.13675812972857593,1
0.9763818526721786,-0.132822750328988,1
-0.40441835943239113,0.9805060222714715,2
-0.6485439949340783,-0.816404518314406,0
-0.41494638118349886,1.007224376574407,2
-0.3993885492368261,0.9678602161148998,2
1.0191379682640032,-0.13960930393076104,1
-0.4079634379958915,0.9899301189761949,2
